Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Fare_per_km,Peak_Hour,Is_Weekend,Traffic_Level,Price_Intensity,Congested_Trip,Taxi_Category
7.74,Afternoon,Weekday,1.0,Low,Clear,3.502989473684211,1.29,0.12,21.54,16.07238947368421,1.9508268733850127,0,0,0,1.4100000000000001,0,Economy
17.71,Night,Weekday,4.0,Medium,Clear,2.71,1.48,0.48,6.06,31.829600000000003,1.7972670807453417,0,0,1,1.96,0,Standard
6.56,Afternoon,Weekday,3.0,Low,Clear,3.48,0.85,0.31,97.94,39.4174,6.00875,0,0,0,1.16,1,Standard
46.31,Afternoon,Weekday,1.0,Medium,Rain,4.74,1.8,0.35,62.11811578947369,109.8393405263158,2.0932627942129125,0,0,1,2.15,0,Luxury
43.99,Night,Weekday,2.0,Low,Clear,2.64,0.96,0.29,74.71,66.5363,1.5125323937258466,0,0,0,1.25,0,Premium
13.64,Morning,Weekday,4.0,Medium,Rain,2.43,1.54,0.14,43.75,29.5606,2.167199413489736,1,0,1,1.6800000000000002,1,Economy
33.34,Night,Weekend,1.0,Medium,Clear,4.28,0.52,0.41,72.33,51.2721,1.537855428914217,0,1,1,0.9299999999999999,0,Standard
41.04,Afternoon,Weekend,1.0,High,Clear,3.5,1.06,0.4,41.3,63.522400000000005,1.5478167641325538,0,1,2,1.46,0,Premium
28.2,Morning,Weekend,2.0,Low,Clear,4.74,1.03,0.22,15.0,37.086,1.3151063829787233,1,1,0,1.25,0,Standard
26.95,Afternoon,Weekend,2.0,Low,Clear,2.44,1.32,0.22,62.11811578947369,51.67998547368421,1.6606604823747682,0,1,0,1.54,0,Standard
12.85,Evening,Weekday,4.0,Low,Snow,3.94,0.61,0.2929157894736842,26.63,19.57884747368421,1.8284591439688715,1,0,0,0.9029157894736841,0,Economy
5.56,Morning,Weekday,4.0,High,Clear,3.502989473684211,1.69,0.13,54.22,19.94798947368421,3.443345323741007,1,0,2,1.8199999999999998,1,Economy
27.070546861761322,Afternoon,Weekend,2.0,Medium,Clear,2.47,0.83,0.45,80.7,61.2535538952619,2.811239846340086,0,1,1,1.28,0,Premium
45.12,Afternoon,Weekday,4.0,Medium,Clear,3.502989473684211,1.52,0.2,35.34,79.1533894736842,1.766409574468085,0,0,1,1.72,0,Premium
32.02,Afternoon,Weekday,2.0,Low,Clear,3.78,1.7,0.34,6.39,60.38660000000001,1.885902560899438,0,0,0,2.04,0,Premium
17.61,Morning,Weekday,1.0,Low,Clear,4.26,1.34,0.47,64.68,58.257000000000005,3.3081771720613293,1,0,0,1.81,1,Standard
18.11,Evening,Weekday,2.0,Low,Rain,2.93,1.61,0.37,74.66,59.711299999999994,3.297145223633352,1,0,0,1.98,1,Standard
27.070546861761322,Night,Weekday,2.0,High,Clear,3.34,1.49,0.27,115.73,74.92221482402438,3.2905282798636573,0,0,2,1.76,1,Premium
27.070546861761322,Night,Weekend,3.0,Medium,Clear,3.22,1.03,0.38,72.79,58.762863267614165,2.8514015765611975,0,1,1,1.4100000000000001,0,Standard
44.47,Evening,Weekday,2.0,High,Clear,4.95,1.71,0.24,59.18,95.1969,2.140699347874972,1,0,2,1.95,0,Premium
39.21,Morning,Weekday,2.0,Low,Snow,2.88,0.94,0.21,70.94,54.6348,1.393389441469013,1,0,0,1.15,0,Standard
32.46,Evening,Weekend,3.0,Low,Clear,2.88,1.36,0.5,111.71,102.8806,3.1694577942082565,1,1,0,1.86,1,Luxury
5.12,Morning,Weekday,4.0,Medium,Clear,3.502989473684211,1.62,0.4,62.11811578947369,36.64463578947369,10.050468750000002,1,0,1,2.02,1,Standard
8.92,Morning,Weekday,3.0,Low,Clear,3.69,1.07,0.36,42.14,28.4048,3.184394618834081,1,0,0,1.4300000000000002,1,Economy
45.03,Afternoon,Weekday,1.0,High,Clear,2.76,0.95,0.24,32.28,53.2857,1.1833377748167888,0,0,2,1.19,0,Standard
30.72,Afternoon,Weekend,3.0,Low,Clear,4.75,1.19,0.12,35.2,45.5308,1.4821223958333334,0,1,0,1.31,0,Standard
1.45,Evening,Weekend,1.0,High,Clear,2.8,1.73,0.2929157894736842,63.01,23.76512389473684,8.441103448275863,1,1,2,2.022915789473684,1,Economy
5.97,Afternoon,Weekday,4.0,Medium,Rain,4.69,1.89,0.32,90.57,44.95569999999999,7.530268006700167,0,0,1,2.21,1,Standard
33.51,Afternoon,Weekend,3.0,Low,Clear,2.31,1.32,0.4,62.87,71.6912,1.6972477865028472,0,1,0,1.7200000000000002,0,Premium
1.25,Afternoon,Weekday,3.0,Low,Rain,3.97,1.49,0.31,12.8,9.8005,7.8404,0,0,0,1.8,1,Economy
8.88,Night,Weekend,4.0,High,Clear,4.72,1.85,0.44,88.21,59.96039999999999,6.752297297297296,0,1,2,2.29,1,Standard
27.89,Afternoon,Weekend,1.0,Low,Clear,2.51,0.65,0.11,97.69,31.3844,1.1252922194334887,0,1,0,0.76,1,Standard
34.9,Afternoon,Weekend,3.0,Medium,Clear,4.9,0.85,0.25,38.29,44.137499999999996,1.2646848137535818,0,1,1,1.1,0,Standard
32.95,Morning,Weekday,1.0,Medium,Clear,3.36,1.56,0.19,81.37,70.2223,1.7260932724039575,1,0,1,1.75,0,Premium
11.99,Evening,Weekend,2.4768421052631577,Medium,Rain,4.84,1.74,0.28,54.06,40.839400000000005,3.406121768140117,1,1,1,2.02,1,Standard
35.9,Afternoon,Weekend,2.0,High,Clear,4.03,1.79,0.13,107.25,82.23349999999999,1.5842555243930476,0,1,2,1.92,0,Premium
12.63,Morning,Weekday,3.0,Low,Clear,2.9,1.12,0.48,102.2,66.10159999999999,5.233697545526523,1,0,0,1.6,1,Premium
16.94,Morning,Weekend,4.0,Low,Clear,2.56,0.63,0.19,65.42,25.662,1.514876033057851,1,1,0,0.8200000000000001,1,Economy
37.58,Afternoon,Weekday,4.0,Low,Snow,2.91,1.16,0.47,84.52,86.22719999999998,2.2944970729111227,0,0,0,1.63,0,Premium
32.83,Afternoon,Weekend,1.0,Medium,Clear,3.502989473684211,0.85,0.27,106.59,60.187789473684205,1.796064575083765,0,1,1,1.12,1,Premium
42.61,Morning,Weekday,3.0,Low,Rain,2.43,0.94,0.49,62.01,72.86829999999999,1.7101220370804973,1,0,0,1.43,0,Premium
33.22,Night,Weekend,1.0,Low,Clear,2.31,1.66,0.32,41.02,70.5816,2.124671884406984,0,1,0,1.98,0,Premium
28.85,Morning,Weekday,1.0,High,Clear,3.27,0.61,0.47,91.67,63.9534,2.216755632582322,1,0,2,1.08,1,Premium
5.59,Afternoon,Weekday,2.0,High,Clear,4.39,1.2333157894736844,0.1,30.31,14.315235263157897,3.067549194991055,0,0,2,1.3333157894736845,1,Economy
19.02,Night,Weekday,2.0,Low,Clear,2.42,1.14,0.4,49.68,43.974799999999995,2.3120294426919035,0,0,0,1.54,0,Standard
13.99,Afternoon,Weekday,4.0,Low,Clear,2.39,1.39,0.46,104.56,69.9337,4.998834882058613,0,0,0,1.8499999999999999,1,Premium
130.80900130744172,Afternoon,Weekday,1.0,High,Clear,3.93,0.63,0.16,88.31,100.46927082368829,2.5141371453857655,0,0,2,0.79,0,Luxury
48.68,Afternoon,Weekday,4.0,Low,Rain,2.59,1.01,0.14,51.44,58.9584,1.2111421528348398,0,0,0,1.15,0,Standard
20.26,Morning,Weekday,3.0,Low,Rain,2.29,0.63,0.27,29.7,23.0728,1.1388351431391905,1,0,0,0.9,0,Economy
44.71,Night,Weekday,1.0,Low,Rain,2.5,1.94,0.47,45.94,110.82919999999999,1.2720817116016643,0,0,0,2.41,0,Luxury
31.93,Afternoon,Weekday,1.0,Medium,Clear,4.77,1.71,0.32,37.67,71.4247,2.2369151268399623,0,0,1,2.03,0,Premium
39.95,Evening,Weekend,3.0,Low,Clear,4.46,1.19,0.31,25.25,59.828,1.4975719649561952,1,1,0,1.5,0,Standard
25.63,Morning,Weekday,3.0,High,Clear,3.06,0.84,0.16,62.11811578947369,34.52809852631579,1.5242294186500196,1,0,2,1.0,0,Standard
29.27,Morning,Weekend,4.0,Medium,Rain,3.97,1.9,0.1,33.99,62.982,2.1517594806969593,1,1,1,2.0,0,Premium
25.13,Morning,Weekend,4.0,Medium,Rain,3.61,1.02,0.42,57.23,53.279199999999996,2.1201432550736174,1,1,1,1.44,0,Standard
27.070546861761322,Afternoon,Weekday,3.0,Low,Clear,4.03,0.74,0.14,49.37,30.97400467770338,0.6931370871751633,0,0,0,0.88,0,Standard
36.4,Afternoon,Weekday,4.0,Medium,Clear,4.05,1.34,0.2929157894736842,117.94,87.37248821052631,2.585302197802198,0,0,1,1.6329157894736843,1,Premium
14.76,Evening,Weekend,3.0,Medium,Clear,3.89,1.92,0.47,49.98,55.71979999999999,3.775054200542005,1,1,1,2.3899999999999997,1,Standard
2.19,Afternoon,Weekday,1.0,Medium,Clear,2.8,0.51,0.18,14.2,6.472899999999999,2.9556621004566206,0,0,1,0.69,1,Economy
32.63,Night,Weekday,1.0,Medium,Clear,2.12,0.86,0.37,15.33,35.8539,1.0988017162120747,0,0,1,1.23,0,Standard
9.68,Morning,Weekday,2.0,Medium,Clear,3.37,1.91,0.13,72.94,31.341,3.237706611570248,1,0,1,2.04,1,Standard
47.08,Evening,Weekend,1.0,High,Rain,4.67,0.76,0.34,73.93,65.587,1.3930968564146136,1,1,2,1.1,0,Premium
47.74,Evening,Weekday,3.0,High,Clear,3.71,0.67,0.17,53.16,44.733000000000004,0.937012987012987,1,0,2,0.8400000000000001,0,Standard
45.83,Evening,Weekday,4.0,Medium,Clear,4.5,1.36,0.39,54.66,88.1462,1.923329696705215,1,0,1,1.75,0,Premium
19.14,Evening,Weekend,2.0,Low,Snow,4.97,1.79,0.22,11.2,41.6946,2.178401253918495,1,1,0,2.0100000000000002,0,Standard
1.76,Evening,Weekend,2.4768421052631577,Low,Clear,2.49,1.22,0.29,64.4,23.313200000000002,13.246136363636362,1,1,0,1.51,1,Economy
46.49,Afternoon,Weekday,3.0,Low,Clear,4.08,1.99,0.34,63.05,118.0321,2.5388707248870723,0,0,0,2.33,0,Luxury
21.98,Morning,Weekday,1.0,Medium,Clear,4.02,1.52,0.17,22.2,41.203599999999994,1.8745950864422203,1,0,1,1.69,0,Standard
48.37,Morning,Weekend,2.0,Medium,Clear,4.94,0.61,0.4,62.11811578947369,59.29294631578947,0.8522162497415754,1,1,1,1.01,0,Standard
48.22,Night,Weekday,3.0,Medium,Clear,4.96,1.99,0.22,19.21,105.14399999999999,2.1805060141020327,0,0,1,2.21,0,Luxury
42.8,Afternoon,Weekday,2.4768421052631577,High,Rain,4.06,1.11,0.36,16.62,57.55120000000001,1.3446542056074768,0,0,2,1.4700000000000002,0,Standard
15.43,Evening,Weekday,2.0,High,Clear,2.73,0.93,0.16,75.12,29.0991,1.8858781594296825,1,0,2,1.09,1,Economy
19.87,Afternoon,Weekend,1.0,High,Clear,4.4,1.34,0.38,27.6,41.5138,2.0892702566683443,0,1,2,1.7200000000000002,0,Standard
42.71,Morning,Weekday,3.0,Low,Clear,2.32,1.2333157894736844,0.15,33.91,60.081417368421064,1.133413720440178,1,0,0,1.3833157894736843,0,Premium
16.53,Morning,Weekend,4.0,Medium,Clear,4.34,0.63,0.27,24.96,21.4931,1.3002480338777977,1,1,1,0.9,0,Economy
9.31,Afternoon,Weekend,2.0,Low,Rain,4.73,0.5,0.2,115.15,32.415000000000006,3.4817400644468317,0,1,0,0.7,1,Standard
28.28,Afternoon,Weekday,2.0,Low,Rain,3.15,1.17,0.4,103.28,77.5496,2.742206506364922,0,0,0,1.5699999999999998,1,Premium
46.87,Morning,Weekday,4.0,Low,Clear,3.89,1.76,0.2,31.51,92.6832,1.9774525282696822,1,0,0,1.96,0,Premium
35.11,Afternoon,Weekday,3.0,Low,Rain,3.29,1.36,0.45,42.67,70.2411,2.0006009683850756,0,0,0,1.81,0,Premium
28.93,Morning,Weekday,2.0,Medium,Clear,3.31,2.0,0.46,29.14,74.5744,2.577753197372969,1,0,1,2.46,0,Premium
5.76,Afternoon,Weekday,2.0,High,Snow,2.93,0.93,0.18,61.57,19.3694,3.3627430555555553,0,0,2,1.11,1,Economy
31.14,Afternoon,Weekend,2.0,Low,Clear,4.29,0.92,0.35,7.26,35.4798,1.1393641618497108,0,1,0,1.27,0,Standard
49.51,Evening,Weekday,3.0,Medium,Snow,4.81,0.74,0.14,82.21,52.9568,1.1487532483480187,1,0,1,0.88,0,Standard
7.86,Afternoon,Weekday,3.0,Medium,Rain,4.82,0.75,0.26,62.11811578947369,26.86571010526316,7.235976250090382,0,0,1,1.01,1,Economy
26.4,Afternoon,Weekday,4.0,Low,Clear,2.52,1.2333157894736844,0.39,108.34,77.33213684210527,2.154347474458728,0,0,0,1.6233157894736845,1,Premium
43.99,Morning,Weekday,3.0,Medium,Clear,4.62,1.69,0.36,23.91,87.57070000000002,1.2929023261129895,1,0,1,2.05,0,Premium
37.3,Morning,Weekday,3.0,Low,Snow,4.21,1.86,0.35,97.47,107.70249999999999,2.887466487935657,1,0,0,2.21,0,Luxury
35.15,Afternoon,Weekday,1.0,Medium,Rain,2.76,1.2333157894736844,0.21,96.08,66.28784999999999,2.6125405405405404,0,0,1,1.4433157894736843,0,Premium
116.196063616616,Afternoon,Weekend,4.0,Medium,Clear,2.2,0.85,0.25,19.63,105.8741540741236,1.778886162458698,0,1,1,1.1,0,Luxury
139.06223019422194,Afternoon,Weekday,2.0,Low,Rain,2.8,1.82,0.14,50.83,263.00945895348394,1.9907677041761807,0,0,0,1.96,0,Luxury
27.070546861761322,Morning,Weekday,3.0,Low,Clear,4.74,0.99,0.39,24.57,41.12214139314371,1.091902581464023,1,0,0,1.38,0,Standard
40.66,Afternoon,Weekday,2.0,Medium,Clear,3.9,0.67,0.3,34.29,41.429199999999994,1.018917855386129,0,0,1,0.97,0,Standard
40.7,Evening,Weekday,2.0,Low,Clear,4.16,1.81,0.38,35.27,91.2296,2.2415135135135134,1,0,0,2.19,0,Premium
43.49,Evening,Weekday,1.0,Low,Clear,2.77,1.45,0.2,68.97,79.6245,1.830869165325362,1,0,0,1.65,0,Premium
45.75,Morning,Weekday,3.0,Medium,Rain,4.16,0.75,0.23,52.31,50.5038,1.1039081967213114,1,0,1,0.98,0,Standard
26.06,Afternoon,Weekend,4.0,Medium,Clear,2.08,1.14,0.23,113.99,58.006099999999996,2.1824548474946437,0,1,1,1.3699999999999999,1,Standard
25.57,Morning,Weekday,3.0,High,Rain,3.13,0.93,0.11,19.53,29.0584,2.224277408123207,1,0,2,1.04,0,Economy
40.12,Morning,Weekend,2.4768421052631577,High,Clear,3.88,1.61,0.24,116.97,96.54599999999999,2.406430707876371,1,1,2,1.85,0,Premium
32.85,Night,Weekday,4.0,Medium,Clear,2.44,1.18,0.42,31.52,54.441399999999994,1.6572724505327245,0,0,1,1.5999999999999999,0,Standard
35.4,Morning,Weekday,3.0,Low,Clear,4.47,1.98,0.46,93.88,117.74680000000001,3.3261807909604517,1,0,0,2.44,0,Luxury
39.99,Afternoon,Weekday,2.0,High,Clear,2.71,0.58,0.31,43.98,39.538,0.9886971742935733,0,0,2,0.8899999999999999,0,Standard
44.61,Afternoon,Weekday,2.4768421052631577,Low,Clear,3.96,1.03,0.28,21.45,55.914300000000004,1.2534028244788165,0,0,0,1.31,0,Standard
17.56,Evening,Weekday,1.0,Low,Clear,3.22,1.22,0.11,103.66,36.0458,2.052722095671982,1,0,0,1.33,1,Standard
27.070546861761322,Afternoon,Weekday,1.0,Low,Clear,3.79,1.25,0.45,40.52,55.862183577201655,1.7093854895618914,0,0,0,1.7,0,Standard
5.61,Afternoon,Weekday,1.0,High,Clear,2.32,0.97,0.11,62.11811578947369,14.594692736842106,2.9672727272727273,0,0,2,1.08,1,Economy
29.34,Afternoon,Weekday,2.0,High,Clear,2.05,1.59,0.48,70.14,82.3678,2.8073551465576005,0,0,2,2.0700000000000003,0,Premium
2.76,Afternoon,Weekday,3.0,Low,Clear,4.73,1.81,0.3,59.25,27.5006,20.606801929605222,0,0,0,2.11,1,Economy
23.81,Morning,Weekend,1.0,Medium,Rain,2.81,1.91,0.24,62.02,63.171899999999994,2.6531667366652667,1,1,1,2.15,0,Premium
100.38042000901908,Afternoon,Weekday,3.0,Medium,Rain,4.46,1.2333157894736844,0.2929157894736842,89.21,154.39177453007076,3.2866270524720274,0,0,1,1.5262315789473686,0,Luxury
15.04,Morning,Weekday,1.0,Low,Clear,5.0,1.78,0.11,15.09,33.4311,2.2228125000000003,1,0,0,1.8900000000000001,0,Standard
29.95,Morning,Weekday,4.0,High,Clear,2.63,1.33,0.33,81.84,69.47070000000001,2.3195559265442407,1,0,2,1.6600000000000001,0,Premium
2.49,Afternoon,Weekday,2.4768421052631577,Low,Clear,2.8,1.74,0.32,108.02,41.699,16.746586345381523,0,0,0,2.06,1,Standard
2.83,Morning,Weekday,1.0,Low,Snow,3.99,0.96,0.19,11.65,8.920300000000001,3.1520494699646644,1,0,0,1.15,1,Economy
41.31,Afternoon,Weekday,2.4768421052631577,Medium,Clear,4.9,1.1,0.2929157894736842,21.18,56.54495642105264,1.3570467199225371,0,0,1,1.3929157894736843,0,Standard
18.65,Afternoon,Weekday,1.0,Medium,Clear,4.75,0.98,0.36,87.41,54.49459999999999,2.9219624664879356,0,0,1,1.3399999999999999,1,Standard
7.23,Evening,Weekday,1.0,Low,Clear,3.51,1.2,0.39,55.29,33.7491,4.667925311203319,1,0,0,1.5899999999999999,1,Standard
26.59,Morning,Weekday,2.0,Medium,Clear,4.39,0.93,0.1,51.41,34.2597,1.2884430236931177,1,0,1,1.03,0,Standard
38.73,Morning,Weekday,2.4768421052631577,Medium,Clear,2.41,1.94,0.47,20.75,87.29869999999998,2.2540330493157756,1,0,1,2.41,0,Premium
11.58,Morning,Weekday,3.0,Low,Rain,4.93,0.97,0.17,63.28,26.9202,2.3247150259067357,1,0,0,1.14,1,Economy
31.52,Afternoon,Weekday,1.0,Low,Clear,4.89,0.65,0.19,19.55,29.0925,0.9229854060913706,0,0,0,0.8400000000000001,0,Economy
5.18,Evening,Weekday,2.0,Medium,Clear,2.49,1.29,0.21,59.81,21.732300000000002,4.19542471042471,1,0,1,1.5,1,Economy
3.53,Morning,Weekend,1.0,Low,Clear,2.9,0.59,0.12,92.82,16.1211,4.566883852691218,1,1,0,0.71,1,Economy
27.04,Night,Weekday,2.0,High,Clear,2.3,0.67,0.15,62.11811578947369,29.734517368421056,0.947551775147929,0,0,2,0.8200000000000001,0,Economy
145.74705994904548,Morning,Weekday,3.0,High,Rain,2.82,0.83,0.49,60.29,153.33215975770773,2.2305695217593704,1,0,2,1.3199999999999998,0,Luxury
32.23,Afternoon,Weekday,3.0,High,Clear,4.45,1.2,0.23,119.08,70.5144,2.187849829351536,0,0,2,1.43,1,Premium
36.58,Evening,Weekend,4.0,Low,Rain,3.13,1.15,0.15,83.96,57.791,1.5798523783488245,1,1,0,1.2999999999999998,0,Standard
48.82,Evening,Weekday,2.0,High,Clear,2.27,1.7,0.14,101.76,99.5104,2.0383121671446127,1,0,2,1.8399999999999999,0,Premium
26.3,Evening,Weekday,2.0,Medium,Clear,3.03,1.61,0.39,52.71,65.9299,2.5068403041825094,1,0,1,2.0,0,Premium
16.82,Evening,Weekday,4.0,Low,Snow,4.94,1.14,0.44,93.3,65.1668,3.87436385255648,1,0,0,1.5799999999999998,1,Premium
39.96,Afternoon,Weekday,4.0,Low,Clear,3.89,1.0,0.2,9.66,45.782000000000004,1.1456956956956956,0,0,0,1.2,0,Standard
14.27,Evening,Weekday,2.0,Low,Rain,3.25,0.97,0.11,19.13,19.196199999999997,1.3452137351086195,1,0,0,1.08,0,Economy
22.51,Morning,Weekday,4.0,Low,Clear,2.5,1.66,0.19,28.35,45.253099999999996,2.0103553976010664,1,0,0,1.8499999999999999,0,Standard
4.84,Evening,Weekday,3.0,Medium,Rain,4.96,0.58,0.12,51.22,13.913599999999999,2.874710743801653,1,0,1,0.7,1,Economy
2.24,Afternoon,Weekday,1.0,Low,Clear,4.46,0.52,0.14,102.26,19.941200000000002,8.902321428571428,0,0,0,0.66,1,Economy
48.17,Evening,Weekend,3.0,Medium,Clear,3.502989473684211,1.69,0.27,44.82,97.01168947368421,2.0001806103383846,1,1,1,1.96,0,Premium
41.96,Afternoon,Weekend,4.0,Low,Rain,2.21,1.22,0.19,80.28,68.65440000000001,1.6361868446139183,0,1,0,1.41,0,Premium
35.1,Afternoon,Weekday,2.0,Low,Rain,2.17,0.7,0.31,86.57,53.5767,1.5264017094017095,0,0,0,1.01,0,Standard
21.04,Afternoon,Weekday,2.0,Low,Rain,2.36,0.85,0.2,72.41,34.726,1.6504752851711026,0,0,0,1.05,1,Standard
9.49,Evening,Weekday,3.0,High,Rain,3.74,1.9,0.48,46.08,43.889399999999995,4.624805057955743,1,0,2,2.38,1,Standard
8.67,Morning,Weekday,2.0,High,Rain,4.79,1.79,0.46,71.36,53.1349,6.128592848904268,1,0,2,2.25,1,Standard
13.26,Morning,Weekday,4.0,Medium,Clear,3.49,1.56,0.33,44.36,38.814400000000006,2.9271794871794876,1,0,1,1.8900000000000001,1,Standard
27.91,Morning,Weekend,3.0,Low,Clear,4.53,1.22,0.24,62.11811578947369,53.488547789473685,1.5082837692583304,1,1,0,1.46,0,Standard
36.02,Morning,Weekend,2.0,Low,Clear,3.34,1.28,0.2929157894736842,119.17,84.35237463157895,2.199836202109939,1,1,0,1.5729157894736843,1,Premium
33.35,Evening,Weekday,1.0,High,Clear,4.13,1.96,0.26,19.63,74.59979999999999,2.23687556221889,1,0,2,2.2199999999999998,0,Premium
14.72,Morning,Weekday,2.4768421052631577,Low,Clear,4.2,1.95,0.39,13.32,38.098800000000004,2.5882336956521734,1,0,0,2.34,0,Standard
47.79,Afternoon,Weekend,4.0,Low,Clear,2.52,0.82,0.28,106.03,71.3962,1.493956894747855,0,1,0,1.1,0,Premium
37.16,Afternoon,Weekend,2.0,Low,Clear,3.08,1.72,0.44,39.71,84.4676,2.273078579117331,0,1,0,2.16,0,Premium
28.16,Morning,Weekend,2.4768421052631577,Low,Clear,3.91,0.8,0.48,79.78,64.7324,2.2987357954545455,1,1,0,1.28,0,Premium
27.070546861761322,Evening,Weekday,3.0,Medium,Clear,2.21,0.82,0.23,42.84,34.26104842664428,1.383740054875374,1,0,1,1.05,0,Standard
21.56,Afternoon,Weekday,1.0,High,Clear,3.502989473684211,1.51,0.32,50.02,52.06498947368421,2.6379764993372175,0,0,2,1.83,0,Standard
13.14,Afternoon,Weekday,3.0,Low,Clear,3.6,1.11,0.14,35.14,23.105000000000004,1.7583713850837142,0,0,0,1.25,0,Economy
18.44,Afternoon,Weekday,2.0,Low,Rain,4.99,1.9,0.18,44.45,48.027,2.6045010845986982,0,0,0,2.08,0,Standard
38.13,Afternoon,Weekday,4.0,High,Rain,3.42,0.63,0.27,52.23,41.544000000000004,1.0895357985837921,0,0,2,0.9,0,Standard
1.71,Morning,Weekday,4.0,High,Clear,4.45,1.27,0.18,87.85,22.4347,13.119707602339181,1,0,2,1.45,1,Economy
6.69,Night,Weekday,4.0,Low,Clear,3.3,1.88,0.45,62.11811578947369,43.83035210526316,6.66677130044843,0,0,0,2.33,1,Standard
3.25,Night,Weekday,3.0,Medium,Clear,4.39,1.86,0.16,62.11811578947369,20.37389852631579,8.798953846153847,0,0,1,2.02,1,Economy
3.0,Afternoon,Weekday,1.0,Low,Clear,3.79,0.73,0.28,9.82,8.729600000000001,2.9098666666666673,0,0,0,1.01,1,Economy
42.92,Morning,Weekday,3.0,High,Clear,4.66,1.05,0.34,62.85,71.095,1.656453867660764,1,0,2,1.3900000000000001,0,Premium
35.48,Afternoon,Weekday,3.0,Low,Clear,3.23,1.43,0.38,72.19,81.39859999999999,2.2942108229988722,0,0,0,1.81,0,Premium
116.66768073006573,Morning,Weekday,2.0,High,Clear,3.81,0.74,0.25,110.82,117.84908374024863,2.1282261493358368,1,0,2,0.99,0,Luxury
5.79,Morning,Weekday,2.0,Medium,Clear,3.89,1.95,0.45,10.65,19.973,3.4495682210708116,1,0,1,2.4,0,Economy
25.09,Morning,Weekend,2.0,Medium,Snow,3.25,1.87,0.33,70.95,73.5818,2.932714228776405,1,1,1,2.2,0,Premium
24.2,Afternoon,Weekday,1.0,Low,Snow,2.43,0.75,0.28,103.17,49.467600000000004,2.044115702479339,0,0,0,1.03,1,Standard
9.49,Evening,Weekday,1.0,Medium,Clear,2.28,0.68,0.13,32.82,12.9998,1.3698419388830347,1,0,1,0.81,1,Economy
22.26,Evening,Weekday,2.0,Medium,Clear,3.502989473684211,0.63,0.29,105.77,48.20008947368421,2.100049415992812,1,0,1,0.9199999999999999,1,Standard
27.070546861761322,Evening,Weekday,2.4768421052631577,Low,Clear,4.62,1.86,0.43,7.19,58.06291716287606,1.6954773848633558,1,0,0,2.29,0,Standard
31.18,Afternoon,Weekday,1.0,Medium,Clear,2.71,0.79,0.35,89.23,58.5727,1.8785343168697883,0,0,1,1.1400000000000001,0,Standard
32.12,Afternoon,Weekday,4.0,High,Rain,2.63,1.12,0.43,112.31,86.89770000000001,2.7054078455790793,0,0,2,1.55,1,Premium
3.22,Afternoon,Weekday,1.0,Medium,Clear,4.21,1.17,0.3,80.58,32.151399999999995,9.984906832298135,0,0,1,1.47,1,Standard
19.36,Night,Weekday,1.0,Medium,Rain,2.96,1.4,0.15,55.49,38.3875,1.9828254132231407,0,0,1,1.5499999999999998,0,Standard
31.67,Morning,Weekday,1.0,Low,Clear,3.52,1.2333157894736844,0.11,10.16,43.69671105263159,0.7564351120934638,1,0,0,1.3433157894736845,0,Standard
25.65,Evening,Weekday,2.0,Medium,Snow,2.49,0.84,0.22,110.81,48.4142,1.8874931773879144,1,0,1,1.06,1,Standard
42.97,Afternoon,Weekend,4.0,Low,Clear,4.88,1.9,0.38,59.08,108.9734,2.536034442634396,0,1,0,2.28,0,Luxury
33.28,Afternoon,Weekday,1.0,Medium,Rain,4.55,1.86,0.42,8.33,69.9494,2.1018449519230766,0,0,1,2.2800000000000002,0,Premium
8.98,Evening,Weekday,2.0,High,Clear,4.59,1.67,0.22,84.33,38.1392,4.247126948775056,1,0,2,1.89,1,Standard
4.46,Afternoon,Weekend,3.0,Medium,Clear,3.22,0.53,0.3,60.41,23.706799999999998,5.31542600896861,0,1,1,0.8300000000000001,1,Economy
32.48,Evening,Weekday,3.0,Low,Clear,4.29,0.99,0.27,19.3,41.65619999999999,1.2825184729064039,1,0,0,1.26,0,Standard
2.3,Night,Weekend,2.4768421052631577,Low,Clear,2.43,1.44,0.26,29.64,13.4484,5.847130434782609,0,1,0,1.7,1,Economy
27.070546861761322,Afternoon,Weekday,3.0,Medium,Rain,2.03,0.91,0.19,12.42,29.023997644202804,1.160552838493928,0,0,1,1.1,0,Economy
47.07,Morning,Weekday,4.0,Medium,Rain,2.06,1.86,0.15,71.04,100.26620000000001,2.1301508391756956,1,0,1,2.0100000000000002,0,Luxury
29.2,Afternoon,Weekday,3.0,High,Rain,3.76,1.45,0.18,76.53,59.87539999999999,2.0505273972602738,0,0,2,1.63,0,Standard
20.02,Night,Weekday,3.0,High,Clear,3.37,0.61,0.12,63.16,23.1614,1.156913086913087,0,0,2,0.73,1,Economy
32.52,Morning,Weekday,4.0,Medium,Rain,3.55,1.86,0.18,98.97,81.85180000000001,2.516968019680197,1,0,1,2.04,1,Premium
23.45,Afternoon,Weekday,1.0,Low,Clear,2.02,1.94,0.1,104.02,57.915,2.469722814498934,0,0,0,2.04,1,Standard
27.74,Afternoon,Weekday,1.0,Low,Clear,3.502989473684211,0.62,0.35,75.8,47.2317894736842,1.6942609949531364,0,0,0,0.97,0,Standard
